NO. INTERVAL,INTERVAL RANGE,DATE,HEAD,COMMENT,TEST RESULT,CHANGES LINK,
23,28/10/2019-2/12/2019,Nov 14 2019,7ff5dc328b66d9fcc5f53ff45939b82c0a8b1ed4,    Merge pull request #3983 from sjudd:fix_gallery_on_q,completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7ff5dc328b66d9fcc5f53ff45939b82c0a8b1ed4,
23,28/10/2019-2/12/2019,Nov 12 2019,17dde9a3d83e706bffe46cc65036e0b37880ad38,    Fix gallery sample app on Q.,completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/17dde9a3d83e706bffe46cc65036e0b37880ad38,
23,28/10/2019-2/12/2019,Nov 12 2019,03271581e93fe551f38d713d1c30ef2070a6c035,"    Roll forward ""Try using ParcelFileDescriptor for local files"" with fixes",completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/03271581e93fe551f38d713d1c30ef2070a6c035,
23,28/10/2019-2/12/2019,Nov 8 2019,9a600fc7509763e278d86ee90bf57bc0705579ae,    Merge pull request #3957 from zsmb13:patch-1,completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/9a600fc7509763e278d86ee90bf57bc0705579ae,
23,28/10/2019-2/12/2019,Nov 7 2019,1ed76ee49eae26999e808ce6fc18b2c43a192751,"    Roll forward ""Try using ParcelFileDescriptor for local files"" with fixes",completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/1ed76ee49eae26999e808ce6fc18b2c43a192751,
23,28/10/2019-2/12/2019,Nov 5 2019,e733e9c8662b1397f08f7530ba727865e34e143c,"    Roll forward ""Improve handling of EOF in DefaultImageHeaderParser.Reader"" with error-level logging disabled",completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e733e9c8662b1397f08f7530ba727865e34e143c,
23,28/10/2019-2/12/2019,Nov 5 2019,bd6f894adb2e77120b50199ae471a2e86443723f,    Switch to the support library version of ExifInterface,completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/bd6f894adb2e77120b50199ae471a2e86443723f,
23,28/10/2019-2/12/2019,Nov 4 2019,d40198ec7ca9ae47188dcffcbf718a36d8db11e9,"    Roll back ""Improve handling of EOF in DefaultImageHeaderParser.Reader"" as it unexpectedly broke some tests downstream",completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d40198ec7ca9ae47188dcffcbf718a36d8db11e9,
23,28/10/2019-2/12/2019,Nov 4 2019,2522398e75300b4248c41110dd2469dcab44ce20,    Add a parameter to force Glide's annotation processor to use support,completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/2522398e75300b4248c41110dd2469dcab44ce20,
23,28/10/2019-2/12/2019,Nov 4 2019,304202166f9524cf857cbb9d628917ba9752405f,    Improve handling of EOF in DefaultImageHeaderParser.Reader,completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/304202166f9524cf857cbb9d628917ba9752405f,
23,28/10/2019-2/12/2019,Oct 31 2019,0ffcb685bbd1baf43315d9055e78c9f49d618504,    Add methods to GlideFutures that release resources back to Glide's pools.,completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/0ffcb685bbd1baf43315d9055e78c9f49d618504,
23,28/10/2019-2/12/2019,Oct 31 2019,7e750caec1d64ccd408a4423f97b4be09d0b39e0,    Ignore callbacks from cancelled or otherwise invalid requests in SourceGenerator.,completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7e750caec1d64ccd408a4423f97b4be09d0b39e0,
23,28/10/2019-2/12/2019,Oct 31 2019,0acd87ca787c31f9bbcd9bb245bbf6af68af5af6,    Avoid removing caller added listeners in GlideFutures.,completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/0acd87ca787c31f9bbcd9bb245bbf6af68af5af6,
23,28/10/2019-2/12/2019,Oct 29 2019,146454a74ca872271e0a343a935b48d5b07b7901,    Fix typo in VideoDecoder docs,completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/146454a74ca872271e0a343a935b48d5b07b7901,
24,2/10/2019-28/10/2019,Oct 28 2019,e8c841ce4b8214a8765e3303dac6f6fc04775692,    Finalize Glide hardware Bitmap dimension/count limits for P+.,completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e8c841ce4b8214a8765e3303dac6f6fc04775692,
24,2/10/2019-28/10/2019,Oct 24 2019,b5a0ed648bb39c6c8860c5d9191fe2710e1868d6,"    Roll back ""Try using ParcelFileDescriptor for local files""",completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/b5a0ed648bb39c6c8860c5d9191fe2710e1868d6,
24,2/10/2019-28/10/2019,Oct 24 2019,95fe2eee96bce0432d7c0991fdda9601d2505c61,    Try using ParcelFileDescriptor for local files.,completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/95fe2eee96bce0432d7c0991fdda9601d2505c61,
24,2/10/2019-28/10/2019,Oct 24 2019,bdca4aaa4cca22341dca76b26626e5bca2566e77,    Minor cleanup,completed: 1695 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/bdca4aaa4cca22341dca76b26626e5bca2566e77,
24,2/10/2019-28/10/2019,Oct 23 2019,42d3f07ac540b46af9d69bc875235fef25f7f08e,    Avoid ArrayList#addAll when setting bucket priorities.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/42d3f07ac540b46af9d69bc875235fef25f7f08e,
24,2/10/2019-28/10/2019,Oct 18 2019,c6432551b04f58dba19c1b83e4657196ef7a348e,    Rename MARK_POSITION to MARK_READ_LIMIT,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/c6432551b04f58dba19c1b83e4657196ef7a348e,
25,1/10/2019-2/10/2019,Oct 2 2019,690f815267611d44978769a90b12d02fe4483a91,    Distinguish resource set from request complete in Glide's RequestCoordinators,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/690f815267611d44978769a90b12d02fe4483a91,
25,1/10/2019-2/10/2019,Oct 1 2019,5c20f1a7bed0bb2ee851b74309672ba76994ae74,    Merge pull request #3914 from sjudd:fix_exception_messages_model_loader,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/5c20f1a7bed0bb2ee851b74309672ba76994ae74,
26,3/09/2019-1/10/2019,Oct 1 2019,83ba102882f897c1c01239b7fa87805f8b6feabf,    Distinguish between missing and non-handling ModelLoaders in exceptions.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/83ba102882f897c1c01239b7fa87805f8b6feabf,
26,3/09/2019-1/10/2019,Sep 27 2019,291af105a52c84264259d3d63721b5e7094895d5,    Merge pull request #3911 from sjudd:bump_version_to_4.11.0-SNAPSHOT,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/291af105a52c84264259d3d63721b5e7094895d5,
26,3/09/2019-1/10/2019,Sep 27 2019,2c9ae56e421b9f1d9bd67c70feee0c8957784fcc,    Bump version to 4.11.0-SNAPSHOT,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/2c9ae56e421b9f1d9bd67c70feee0c8957784fcc,
26,3/09/2019-1/10/2019,Sep 27 2019,484e7afbc23670e5d0a0e60665e9101cb0e5905a,    Merge pull request #3908 from sjudd:update_release_checks,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/484e7afbc23670e5d0a0e60665e9101cb0e5905a,
26,3/09/2019-1/10/2019,Sep 27 2019,59f5c1b3910857bbc7adf0c10215fc3c82d8c56c,    Update release checks script to work better with Copybara workflows.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/59f5c1b3910857bbc7adf0c10215fc3c82d8c56c,
26,3/09/2019-1/10/2019,Sep 27 2019,8502b9d542dd020223780c87b6c67deb801256b1,    Merge pull request #3907 from sjudd:bump_version_to_4.10.0,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/8502b9d542dd020223780c87b6c67deb801256b1,
26,3/09/2019-1/10/2019,Sep 27 2019,4c76832ecc4d80a37b575f31425a78cce6d70e79,    Bump version to 4.10.0,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/4c76832ecc4d80a37b575f31425a78cce6d70e79,
26,3/09/2019-1/10/2019,Sep 27 2019,8758d17ba1df191e2291ff9b4c4154b5518f8cb4,    Bump version to 4.11.0-SNAPSHOT,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/8758d17ba1df191e2291ff9b4c4154b5518f8cb4,
26,3/09/2019-1/10/2019,Sep 26 2019,da34aabdb625b6bfb2b981939283d1f846b1e354,    Use sourceSets instead of JavaCompileProvider to generate javadoc.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/da34aabdb625b6bfb2b981939283d1f846b1e354,
26,3/09/2019-1/10/2019,Sep 27 2019,1382e566c5ce36cd915afbe9177315f5f9961e47,    Add getters to Bitmap Pool for cache statistics.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/1382e566c5ce36cd915afbe9177315f5f9961e47,
26,3/09/2019-1/10/2019,Sep 26 2019,1ddd1a2af5ec7b382f0dbc005aecd6149d8d3e8a,    Update readme to 4.10.0,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/1ddd1a2af5ec7b382f0dbc005aecd6149d8d3e8a,
26,3/09/2019-1/10/2019,Sep 20 2019,db3acefdd4206f669762bafb82a7db05118c336b,    Add a thread timeout method to GlideExecutor's builders.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/db3acefdd4206f669762bafb82a7db05118c336b,
26,3/09/2019-1/10/2019,Sep 19 2019,f9a7966787b1644149c6be4329c3482ea09732e7,    Bump version to 4.11.0-SNAPSHOT,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/f9a7966787b1644149c6be4329c3482ea09732e7,
26,3/09/2019-1/10/2019,Sep 19 2019,e8720ff7fae73941d8ce04fa710d39f4cf92c1e5,    Expose GlideBuilder as a public API and deprecate various factory methods.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e8720ff7fae73941d8ce04fa710d39f4cf92c1e5,
26,3/09/2019-1/10/2019,Sep 19 2019,cdf436ee63ccf6e0a3cb6681c7b1f78485adda84,    Use an internal Builder to construct most GlideExecutors.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/cdf436ee63ccf6e0a3cb6681c7b1f78485adda84,
26,3/09/2019-1/10/2019,Sep 18 2019,3bb8782f722391ef750efdea08cb94bbb966ad40,    Bump version to 4.10.0,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/3bb8782f722391ef750efdea08cb94bbb966ad40,
26,3/09/2019-1/10/2019,Sep 17 2019,3084bac8359c157d3688b422f32c1bb383df769a,    Add tests for GlideFutures,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/3084bac8359c157d3688b422f32c1bb383df769a,
26,3/09/2019-1/10/2019,Sep 17 2019,e31e1e9947b678a83a9e407ad3f4337bad94c3de,    Merge pull request #3880 from prempalsingh:patch-1,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e31e1e9947b678a83a9e407ad3f4337bad94c3de,
26,3/09/2019-1/10/2019,Sep 17 2019,79dac0d1f522cab3d254f0fb91264e06e09568c6,    Downsampler preserves original size for Target.SIZE_ORIGINAL for all downsample strategies.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/79dac0d1f522cab3d254f0fb91264e06e09568c6,
26,3/09/2019-1/10/2019,Sep 17 2019,24f9c28eadc0a54d034bd0b75b4b3d7809f3c3b6,    Update ByteBufferStream read() to return byte values from 0-255 or -1 if EOF reached.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/24f9c28eadc0a54d034bd0b75b4b3d7809f3c3b6,
26,3/09/2019-1/10/2019,Sep 12 2019,0d6ae156e063c0f0c55b60a011c0ec485b19e368,    Update targetSdkVersion to 28,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/0d6ae156e063c0f0c55b60a011c0ec485b19e368,
27,16/08/2019-3/09/2019,Sep 3 2019,e021f6bf83c909a7511c8182cce0af9c58912834,    Move MockGlideExecutor into public 'mocks' package,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e021f6bf83c909a7511c8182cce0af9c58912834,
27,16/08/2019-3/09/2019,Aug 30 2019,9fb1036645ec4e7cb159e7ca215f85375d8e4f67,    Add integration library for use with Guava's ListenableFuture class.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/9fb1036645ec4e7cb159e7ca215f85375d8e4f67,
27,16/08/2019-3/09/2019,Aug 27 2019,9bb2c19b15629dbca224afa48877e1b5216cc9f8,    Merge pull request #3854 from paynemiller92:master,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/9bb2c19b15629dbca224afa48877e1b5216cc9f8,
27,16/08/2019-3/09/2019,Aug 27 2019,3c3f6c20bf1ef5dde42c7ef1a6dd3750363b69e9,    Add @Syntethic annotation to queue property for access,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/3c3f6c20bf1ef5dde42c7ef1a6dd3750363b69e9,
27,16/08/2019-3/09/2019,Aug 27 2019,047c22d77ebb497db29cf329c2388274ee413f20,    Fix cancelAll() termination condition,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/047c22d77ebb497db29cf329c2388274ee413f20,
27,16/08/2019-3/09/2019,Aug 20 2019,f36a9fa9182227d7cebb3b5eaa6cc26e7d26aea5,    Add granular rounding for corners.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/f36a9fa9182227d7cebb3b5eaa6cc26e7d26aea5,
28,15/08/2019-16/08/2019,Aug 16 2019,01addba115f745cfac3cde7ef8356ebe9c8a7372,    Remove Request#recycle(),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/01addba115f745cfac3cde7ef8356ebe9c8a7372,
29,14/08/2019-15/08/2019,Aug 15 2019,b3b1216e59b2a83cb93432532f38648ef751fc12,    Merge pull request #3834 from sjudd:day_night_resource_cache_key,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/b3b1216e59b2a83cb93432532f38648ef751fc12,
30,13/08/2019-14/08/2019,Aug 14 2019,1b391c42f22e967c070a6a105b1e37730ab6ea6e,    Include day/night mode in resource id cache keys.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/1b391c42f22e967c070a6a105b1e37730ab6ea6e,
30,13/08/2019-14/08/2019,Aug 13 2019,502ba75304270775ef49a3c2d61bddc3fc23aeb3,    Copybara import of the project:,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/502ba75304270775ef49a3c2d61bddc3fc23aeb3,
30,13/08/2019-14/08/2019,Aug 13 2019,bee634818cff229570d0fd392130cd76ea2c3639,    Avoid pooling/reusing SingleRequest objects.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/bee634818cff229570d0fd392130cd76ea2c3639,
30,13/08/2019-14/08/2019,Aug 13 2019,8a094e972e686ddd1223371c268f0a4758e0b1ef,    Adds support to more aggressively pause in progress and completed requests in,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/8a094e972e686ddd1223371c268f0a4758e0b1ef,
30,13/08/2019-14/08/2019,Aug 13 2019,5cccdfba8bbced57669629f93c92a59eb0439382,    Make sure EngineJob uses the Request's shared lock.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/5cccdfba8bbced57669629f93c92a59eb0439382,
31,5/08/2019-13/08/2019,Aug 13 2019,0ff4f460573729839e68518dba95849c67ca50a9,    Merge pull request #3810 from yuriy-budiyev:master,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/0ff4f460573729839e68518dba95849c67ca50a9,
31,5/08/2019-13/08/2019,Aug 12 2019,4b3916735be8e7ca1fb5f8958340d164b655ed76,    Fixing a typo in Glide's documentation.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/4b3916735be8e7ca1fb5f8958340d164b655ed76,
31,5/08/2019-13/08/2019,Aug 5 2019,8a9b63cfd9462f6c4bb40f655d3bd25cc02d7d0d,    Make sure to reset inPreferredColorSpace from BitmapFactory.Options,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/8a9b63cfd9462f6c4bb40f655d3bd25cc02d7d0d,
31,5/08/2019-13/08/2019,Aug 5 2019,01ea6a544d6159ed986e4f8628a4d962a7aa520d,    Avoid deadlock between SingleRequest and RequestFutureTarget.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/01ea6a544d6159ed986e4f8628a4d962a7aa520d,
32,30/07/2019-5/08/2019,Aug 5 2019,b2a46ef7a385abd5df38ee11b8be85868768739e,    Use single lock for all error/thumbnail requests in a single request chain.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/b2a46ef7a385abd5df38ee11b8be85868768739e,
32,30/07/2019-5/08/2019,Aug 2 2019,ac4aa53c6b8e4f7fa4b014ee84b858610106ec4e,    Fixed slow GIF animations #3575,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/ac4aa53c6b8e4f7fa4b014ee84b858610106ec4e,
32,30/07/2019-5/08/2019,Jul 30 2019,85bf0c32f797c04c7d2be87589e075040c3bfb7e,    Copybara import of the project:,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/85bf0c32f797c04c7d2be87589e075040c3bfb7e,
32,30/07/2019-5/08/2019,Jul 30 2019,15a21b125d0d131df7bc405a947e69b4d40709ae,    Add color space handling to ImageDecoderResourceDecoder.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/15a21b125d0d131df7bc405a947e69b4d40709ae,
32,30/07/2019-5/08/2019,Jul 30 2019,6dc03d84d5a009e6a4535381f5b3ec8aeced2912,    Avoid holding a lock while calling other RequestManagers in clear().,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/6dc03d84d5a009e6a4535381f5b3ec8aeced2912,
32,30/07/2019-5/08/2019,Jul 30 2019,0ac450c614ffb8db021c0c43a84a02fa2a2f951f,    Add option to set minimum hardware Bitmap dimension in Glide.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/0ac450c614ffb8db021c0c43a84a02fa2a2f951f,
32,30/07/2019-5/08/2019,Jul 30 2019,4de2cda0a2a5ed08273b11b8796c2c2d1327e788,    Avoid holding locks when releasing resources.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/4de2cda0a2a5ed08273b11b8796c2c2d1327e788,
32,30/07/2019-5/08/2019,Jul 30 2019,a0ddfc93d7025d2abc2232e71fe3cb68e8e96481,    Merge pull request #3784 from limuyang2:patch-2,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a0ddfc93d7025d2abc2232e71fe3cb68e8e96481,
33,29/07/2019-30/07/2019,Jul 30 2019,2f561534cd49171d0e372f1c613d1aa4ddcae36d,    Re-implement Request#pause() to allow partial clearing of requests.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/2f561534cd49171d0e372f1c613d1aa4ddcae36d,
33,29/07/2019-30/07/2019,Jul 29 2019,7910f68b31c5f3fb465a2834b6b579464ef0f1c6,    Add support for P3 and SRGB in Glide.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7910f68b31c5f3fb465a2834b6b579464ef0f1c6,
33,29/07/2019-30/07/2019,Jul 29 2019,7fe334f481a062c3faf155d5365938bef46e5911,    Migrate org.mockito.Matchers#any* to org.mockito.ArgumentMatchers,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7fe334f481a062c3faf155d5365938bef46e5911,
34,23/07/2019-29/07/2019,Jul 29 2019,444b1f3e2f6cf30f820ddd8a239f3859188982c5,    Migrate org.mockito.Matchers#any* to org.mockito.ArgumentMatchers,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/444b1f3e2f6cf30f820ddd8a239f3859188982c5,
34,23/07/2019-29/07/2019,Jul 26 2019,219330630652a6d9bd088c0a7e971cf796872de1,    Fix a wrong process,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/219330630652a6d9bd088c0a7e971cf796872de1,
35,19/07/2019-23/07/2019,Jul 23 2019,525e7ba82ec883fb518087879269836f888bd584,    Clear the Bitmap Pool when the UI is hidden on M+.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/525e7ba82ec883fb518087879269836f888bd584,
35,19/07/2019-23/07/2019,Jul 19 2019,71359c7e385dc7d287f0da5d9e6d533ca41c76e4,    Support Fragments which are not hosted by Activities.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/71359c7e385dc7d287f0da5d9e6d533ca41c76e4,
36,18/07/2019-19/07/2019,Jul 19 2019,31b501d1955a7bbc1d3a6ed92307a2aa8c43e392,    Stop unwrapping Contexts if the base has a null application Context.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/31b501d1955a7bbc1d3a6ed92307a2aa8c43e392,
36,18/07/2019-19/07/2019,Jul 18 2019,61a8a6df37ba01cc619ecd5519ff19d35fdd7761,    Set outConfig to null when re-using BitmapFactory.Options.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/61a8a6df37ba01cc619ecd5519ff19d35fdd7761,
36,18/07/2019-19/07/2019,Jul 18 2019,8258d3c364412ff40e1d6a1e9ae258aec294f82b,    Merge pull request #3765 from sjudd:update_mockito_2_23_4,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/8258d3c364412ff40e1d6a1e9ae258aec294f82b,
37,14/06/2019-18/07/2019,Jul 18 2019,288866e446b0efebc865b74e0a1ed4eee43856b1,    Update to mockito 2.23.4,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/288866e446b0efebc865b74e0a1ed4eee43856b1,
37,14/06/2019-18/07/2019,Jul 9 2019,338ca698efb0dc8e0f3a3e4d3bebe2c9e99ce262,    Migrate org.mockito.Matchers#any* to org.mockito.ArgumentMatchers,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/338ca698efb0dc8e0f3a3e4d3bebe2c9e99ce262,
37,14/06/2019-18/07/2019,Jun 28 2019,36ccdfb9ef8e9193cc2c3c3369e12c3dbf3ea1e8,    Disable ImageDecoder in Glide prior to Android Q.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/36ccdfb9ef8e9193cc2c3c3369e12c3dbf3ea1e8,
37,14/06/2019-18/07/2019,Jun 27 2019,d73b61266e6f4083f3253c0d54c9bf80c5c65062,    Disable ImageDecoder in Glide prior to Android P.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/d73b61266e6f4083f3253c0d54c9bf80c5c65062,
37,14/06/2019-18/07/2019,Jun 27 2019,a97686216b90ecf5d29a7f382f96a89a05bff328,    Add experimental methods to try various FD size limits on P+,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/a97686216b90ecf5d29a7f382f96a89a05bff328,
37,14/06/2019-18/07/2019,Jun 26 2019,b96b00096607cee23763e4dd049a297d85b89911,    Avoid holding the Engine lock while calling callbacks for in memory resources.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/b96b00096607cee23763e4dd049a297d85b89911,
37,14/06/2019-18/07/2019,Jun 26 2019,890712279a997ded1b22d64ea6059c911b2f8a55,    Fix deadlock in EngineJob.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/890712279a997ded1b22d64ea6059c911b2f8a55,
37,14/06/2019-18/07/2019,Jun 25 2019,764ddc66db7cc3b2b17aa42eee34509f5cbf2c69,"    Rollforward ""Allow AppGlideModules to optionally accept a Context in their constructor"".",completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/764ddc66db7cc3b2b17aa42eee34509f5cbf2c69,
37,14/06/2019-18/07/2019,Jun 24 2019,2afbd402d1eac60f1df7df5f6e08253cdf2becda,    Merge pull request #3715 from technoir42:disable-buildconfig,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/2afbd402d1eac60f1df7df5f6e08253cdf2becda,
37,14/06/2019-18/07/2019,Jun 17 2019,6657401329bce5f906becae0ccdd01874968e421,    Internal change,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/6657401329bce5f906becae0ccdd01874968e421,
37,14/06/2019-18/07/2019,Jun 17 2019,4039981e719071473fa66515027188bdb71313ad,    Disable BuildConfig generation,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/4039981e719071473fa66515027188bdb71313ad,
37,14/06/2019-18/07/2019,Jun 14 2019,e7b6d2fabbb6ee0af4f3e7063a8980587732c4f3,    Remove flaky test in ActiveResourcesTest,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/e7b6d2fabbb6ee0af4f3e7063a8980587732c4f3,
38,13/06/2019-14/06/2019,Jun 14 2019,568441b1ced721721ea647cfbb8096ececb71dec,    Allow AppGlideModules to optionally accept a Context in their constructor.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/568441b1ced721721ea647cfbb8096ececb71dec,
38,13/06/2019-14/06/2019,Jun 13 2019,7f43b32aee65cb3c524f5633c85facf12f8ca37d,    Create annotation glide module classes lazily but outside a lock.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7f43b32aee65cb3c524f5633c85facf12f8ca37d,
39,12/06/2019-13/06/2019,Jun 13 2019,cac81c919e5b549eefdb8fc66f715eed8cf2b689,    Moving away from @Config(manifest = ...),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/cac81c919e5b549eefdb8fc66f715eed8cf2b689,
39,12/06/2019-13/06/2019,Jun 12 2019,7793ef46af39467bbca3f409716c8f65f040a8f2,    Moving away from @Config(manifest = ...),completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/7793ef46af39467bbca3f409716c8f65f040a8f2,
40,6/06/2019-12/06/2019,Jun 12 2019,01e8543d6c7115a911a89f091196247e140f7c89,    Add ImageDecoder based ResourceDecoders to Glide for Bitmaps.,completed: 70 skipped: 0 failures: 0 errors: 0,https://github.com/bumptech/glide/commit/01e8543d6c7115a911a89f091196247e140f7c89,
