NO.,HEAD,CHANGE TYPE,CHANGED STATEMENT,PARENT ENTITY,ROOT ENTITY,SIGNIFICANCE LEVEL,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,STATEMENT_INSERT,CONTINUE_STATEMENT: ,THEN_STATEMENT: (command == null),"com.blankj.utilcode.util.ShellUtils.execCmd(String[],boolean,boolean)",LOW,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,STATEMENT_INSERT,METHOD_INVOCATION: e.printStackTrace();,CATCH_CLAUSE: IOException,"com.blankj.utilcode.util.ShellUtils.execCmd(String[],boolean,boolean)",LOW,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,STATEMENT_INSERT,METHOD_INVOCATION: e.printStackTrace();,CATCH_CLAUSE: IOException,"com.blankj.utilcode.util.ShellUtils.execCmd(String[],boolean,boolean)",LOW,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,STATEMENT_INSERT,METHOD_INVOCATION: e.printStackTrace();,CATCH_CLAUSE: IOException,"com.blankj.utilcode.util.ShellUtils.execCmd(String[],boolean,boolean)",LOW,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,STATEMENT_INSERT,METHOD_INVOCATION: successMsg.append(line);,THEN_STATEMENT: ((line = successResult.readLine()) != null),"com.blankj.utilcode.util.ShellUtils.execCmd(String[],boolean,boolean)",LOW,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,STATEMENT_INSERT,WHILE_STATEMENT: ((line = successResult.readLine()) != null),THEN_STATEMENT: ((line = successResult.readLine()) != null),"com.blankj.utilcode.util.ShellUtils.execCmd(String[],boolean,boolean)",LOW,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,STATEMENT_INSERT,METHOD_INVOCATION: errorMsg.append(line);,THEN_STATEMENT: ((line = errorResult.readLine()) != null),"com.blankj.utilcode.util.ShellUtils.execCmd(String[],boolean,boolean)",LOW,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,STATEMENT_INSERT,WHILE_STATEMENT: ((line = errorResult.readLine()) != null),THEN_STATEMENT: ((line = errorResult.readLine()) != null),"com.blankj.utilcode.util.ShellUtils.execCmd(String[],boolean,boolean)",LOW,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,STATEMENT_INSERT,METHOD_INVOCATION: os.close();,THEN_STATEMENT: (os != null),"com.blankj.utilcode.util.ShellUtils.execCmd(String[],boolean,boolean)",LOW,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,STATEMENT_INSERT,METHOD_INVOCATION: successResult.close();,THEN_STATEMENT: (successResult != null),"com.blankj.utilcode.util.ShellUtils.execCmd(String[],boolean,boolean)",LOW,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,STATEMENT_INSERT,METHOD_INVOCATION: errorResult.close();,THEN_STATEMENT: (errorResult != null),"com.blankj.utilcode.util.ShellUtils.execCmd(String[],boolean,boolean)",LOW,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,STATEMENT_INSERT,METHOD_INVOCATION: successMsg.append(LINE_SEP).append(line);,WHILE_STATEMENT: ((line = successResult.readLine()) != null),"com.blankj.utilcode.util.ShellUtils.execCmd(String[],boolean,boolean)",LOW,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,STATEMENT_INSERT,METHOD_INVOCATION: errorMsg.append(LINE_SEP).append(line);,WHILE_STATEMENT: ((line = errorResult.readLine()) != null),"com.blankj.utilcode.util.ShellUtils.execCmd(String[],boolean,boolean)",LOW,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,STATEMENT_DELETE,"RETURN_STATEMENT: execCmd(commands, null, isRooted, isNeedResultMsg);","METHOD: com.blankj.utilcode.util.ShellUtils.execCmd(String[],boolean,boolean)","com.blankj.utilcode.util.ShellUtils.execCmd(String[],boolean,boolean)",MEDIUM,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,REMOVED_FUNCTIONALITY,"METHOD: com.blankj.utilcode.util.ShellUtils.execCmd(String[],String[],boolean,boolean)",CLASS: com.blankj.utilcode.util.ShellUtils,com.blankj.utilcode.util.ShellUtils,CRUCIAL,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,REMOVED_FUNCTIONALITY,"METHOD: com.blankj.utilcode.util.ShellUtils.execCmd(String,List<String>,boolean)",CLASS: com.blankj.utilcode.util.ShellUtils,com.blankj.utilcode.util.ShellUtils,CRUCIAL,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,REMOVED_FUNCTIONALITY,"METHOD: com.blankj.utilcode.util.ShellUtils.execCmd(String,List<String>,boolean,boolean)",CLASS: com.blankj.utilcode.util.ShellUtils,com.blankj.utilcode.util.ShellUtils,CRUCIAL,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,REMOVED_FUNCTIONALITY,"METHOD: com.blankj.utilcode.util.ShellUtils.execCmd(List<String>,List<String>,boolean)",CLASS: com.blankj.utilcode.util.ShellUtils,com.blankj.utilcode.util.ShellUtils,CRUCIAL,,
2,fd2d59aa451d0a1c038757d68e5387ef5c7d4230,REMOVED_FUNCTIONALITY,"METHOD: com.blankj.utilcode.util.ShellUtils.execCmd(String,String[],boolean,boolean)",CLASS: com.blankj.utilcode.util.ShellUtils,com.blankj.utilcode.util.ShellUtils,CRUCIAL,,
4,be7c7c27f4191a9a741d6c63a7ef6d7e2c14e449,UNCLASSIFIED_CHANGE,MODIFIER: static,MODIFIERS: ,com.blankj.utilcode.util.ColorUtils.isLightColor(int),NONE,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,STATEMENT_INSERT,IF_STATEMENT: (Build.VERSION.SDK_INT >= Build.VERSION_CODES.O),"METHOD: com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)","com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)",LOW,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,STATEMENT_INSERT,VARIABLE_DECLARATION_STATEMENT: NotificationManagerCompat nmc = NotificationManagerCompat.from(Utils.getApp());,"METHOD: com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)","com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)",LOW,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,STATEMENT_INSERT,VARIABLE_DECLARATION_STATEMENT: NotificationCompat.Builder builder = new NotificationCompat.Builder(Utils.getApp());,"METHOD: com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)","com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)",LOW,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,STATEMENT_INSERT,IF_STATEMENT: (Build.VERSION.SDK_INT >= Build.VERSION_CODES.O),"METHOD: com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)","com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)",LOW,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,STATEMENT_INSERT,METHOD_INVOCATION: consumer.accept(builder);,"METHOD: com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)","com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)",LOW,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,STATEMENT_INSERT,"METHOD_INVOCATION: nmc.notify(tag, id, builder.build());","METHOD: com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)","com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)",LOW,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,STATEMENT_INSERT,VARIABLE_DECLARATION_STATEMENT: NotificationManager nm = (NotificationManager) Utils.getApp().getSystemService(Context.NOTIFICATION_SERVICE);,THEN_STATEMENT: (Build.VERSION.SDK_INT >= Build.VERSION_CODES.O),"com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)",LOW,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,COMMENT_INSERT,LINE_COMMENT: //noinspection ConstantConditions,THEN_STATEMENT: (Build.VERSION.SDK_INT >= Build.VERSION_CODES.O),"com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)",NONE,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,STATEMENT_INSERT,METHOD_INVOCATION: nm.createNotificationChannel(channelConfig.getNotificationChannel());,THEN_STATEMENT: (Build.VERSION.SDK_INT >= Build.VERSION_CODES.O),"com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)",LOW,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,STATEMENT_INSERT,METHOD_INVOCATION: builder.setChannelId(channelConfig.mNotificationChannel.getId());,THEN_STATEMENT: (Build.VERSION.SDK_INT >= Build.VERSION_CODES.O),"com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)",LOW,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,STATEMENT_DELETE,"METHOD_INVOCATION: NotificationManagerCompat.from(Utils.getApp()).notify(tag, id, getNotification(channelConfig, consumer));","METHOD: com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)","com.blankj.utilcode.util.NotificationUtils.notify(String,int,ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)",MEDIUM,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,REMOVED_FUNCTIONALITY,"METHOD: com.blankj.utilcode.util.NotificationUtils.getNotification(ChannelConfig,Utils.Consumer<NotificationCompat.Builder>)",CLASS: com.blankj.utilcode.util.NotificationUtils,com.blankj.utilcode.util.NotificationUtils,CRUCIAL,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,DOC_DELETE,"JAVADOC: /**
     * Return the unique device id.
     * <pre>{1}{UUID(macAddress)}</pre>
     * <pre>{2}{UUID(androidId )}</pre>
     * <pre>{9}{UUID(random    )}</pre>
     *
     * @return the unique device id
     */",METHOD: com.blankj.utilcode.util.DeviceUtils.getUniqueDeviceId(),com.blankj.utilcode.util.DeviceUtils.getUniqueDeviceId(),NONE,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,DOC_DELETE,"JAVADOC: /**
     * Return the unique device id.
     * <pre>{1}{UUID(macAddress)}</pre>
     * <pre>{2}{UUID(androidId )}</pre>
     * <pre>{9}{UUID(random    )}</pre>
     *
     * @param useCache True to use cache, false otherwise.
     * @return the unique device id
     */",METHOD: com.blankj.utilcode.util.DeviceUtils.getUniqueDeviceId(boolean),com.blankj.utilcode.util.DeviceUtils.getUniqueDeviceId(boolean),NONE,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,DOC_DELETE,"JAVADOC: /**
     * Return the unique device id.
     * <pre>android 10 deprecated {prefix}{1}{UUID(macAddress)}</pre>
     * <pre>{prefix}{2}{UUID(androidId )}</pre>
     * <pre>{prefix}{9}{UUID(random    )}</pre>
     *
     * @param prefix The prefix of the unique device id.
     * @return the unique device id
     */",METHOD: com.blankj.utilcode.util.DeviceUtils.getUniqueDeviceId(String),com.blankj.utilcode.util.DeviceUtils.getUniqueDeviceId(String),NONE,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,DOC_DELETE,"JAVADOC: /**
     * Return the unique device id.
     * <pre>android 10 deprecated {prefix}{1}{UUID(macAddress)}</pre>
     * <pre>{prefix}{2}{UUID(androidId )}</pre>
     * <pre>{prefix}{9}{UUID(random    )}</pre>
     *
     * @param prefix   The prefix of the unique device id.
     * @param useCache True to use cache, false otherwise.
     * @return the unique device id
     */","METHOD: com.blankj.utilcode.util.DeviceUtils.getUniqueDeviceId(String,boolean)","com.blankj.utilcode.util.DeviceUtils.getUniqueDeviceId(String,boolean)",NONE,,
5,27cf719c188603a1f9109c4bf1bcfb7949903b02,STATEMENT_UPDATE,"VARIABLE_DECLARATION_STATEMENT: @SuppressLint(HardwareIds"") String macAddress = info.getMacAddress();""",THEN_STATEMENT: (info != null),com.blankj.utilcode.util.DeviceUtils.getMacAddressByWifiInfo(),LOW,,
6,e6ec42f72adfe3351f9280ddce4027b2b98801b4,ALTERNATIVE_PART_INSERT,ELSE_STATEMENT: (apiInfo == null),IF_STATEMENT: ((apiInfo == null) || apiInfo.isMock),com.blankj.api.ApiClassVisitor.visitEnd(),MEDIUM,,
6,e6ec42f72adfe3351f9280ddce4027b2b98801b4,STATEMENT_INSERT,"ASSIGNMENT: errorStr = ((((((<"" + className) + ""> and <"") + apiInfo.implApiClass) + ""> impl same api of <"") + superClassName) + "">"");""",ELSE_STATEMENT: (apiInfo == null),com.blankj.api.ApiClassVisitor.visitEnd(),LOW,,
6,e6ec42f72adfe3351f9280ddce4027b2b98801b4,COMMENT_DELETE,LINE_COMMENT: // 不存在或者之前存在的是 mock,THEN_STATEMENT: ((apiInfo == null) || apiInfo.isMock),com.blankj.api.ApiClassVisitor.visitEnd(),NONE,,
6,e6ec42f72adfe3351f9280ddce4027b2b98801b4,STATEMENT_DELETE,"THROW_STATEMENT: new IllegalArgumentException(((((((<"" + className) + ""> and <"") + apiInfo.implApiClass) + ""> impl same api of <"") + superClassName) + "">""));""",ELSE_STATEMENT: ((apiInfo == null) || apiInfo.isMock),com.blankj.api.ApiClassVisitor.visitEnd(),MEDIUM,,
6,e6ec42f72adfe3351f9280ddce4027b2b98801b4,ALTERNATIVE_PART_DELETE,ELSE_STATEMENT: ((apiInfo == null) || apiInfo.isMock),IF_STATEMENT: ((apiInfo == null) || apiInfo.isMock),com.blankj.api.ApiClassVisitor.visitEnd(),MEDIUM,,
6,e6ec42f72adfe3351f9280ddce4027b2b98801b4,COMMENT_MOVE,LINE_COMMENT: // 存在一个 api 多个非 mock 实现就报错,ELSE_STATEMENT: ((apiInfo == null) || apiInfo.isMock),com.blankj.api.ApiClassVisitor.visitEnd(),NONE,,
6,e6ec42f72adfe3351f9280ddce4027b2b98801b4,CONDITION_EXPRESSION_CHANGE,IF_STATEMENT: ((apiInfo == null) || apiInfo.isMock),THEN_STATEMENT: (! isMock),com.blankj.api.ApiClassVisitor.visitEnd(),MEDIUM,,
6,e6ec42f72adfe3351f9280ddce4027b2b98801b4,COMMENT_UPDATE,LINE_COMMENT: // 存在一个 api 多个非 mock 实现就报错,ELSE_STATEMENT: (apiInfo == null),com.blankj.api.ApiClassVisitor.visitEnd(),NONE,,
6,e6ec42f72adfe3351f9280ddce4027b2b98801b4,ADDITIONAL_OBJECT_STATE,FIELD: com.blankj.api.ApiClassVisitor.errorStr : String,CLASS: com.blankj.api.ApiClassVisitor,com.blankj.api.ApiClassVisitor,LOW,,
6,e6ec42f72adfe3351f9280ddce4027b2b98801b4,REMOVED_FUNCTIONALITY,METHOD: com.blankj.utilcode.util.CleanUtils.cleanAppUserData(),CLASS: com.blankj.utilcode.util.CleanUtils,com.blankj.utilcode.util.CleanUtils,CRUCIAL,,
9,43e76ff71c824f43b1dd5fb8f8e922b36900329e,REMOVED_FUNCTIONALITY,METHOD: com.blankj.utilcode.util.DeviceUtils.isDevelopmentSettingsEnabled(),CLASS: com.blankj.utilcode.util.DeviceUtils,com.blankj.utilcode.util.DeviceUtils,CRUCIAL,,
10,a509f949f908c789eee2ce02cd098380881877fd,STATEMENT_UPDATE,"METHOD_INVOCATION: show(text, Toast.LENGTH_SHORT, DEFAULT_MAKER);",METHOD: com.blankj.utilcode.util.ToastUtils.showShort(CharSequence),com.blankj.utilcode.util.ToastUtils.showShort(CharSequence),LOW,,
10,a509f949f908c789eee2ce02cd098380881877fd,STATEMENT_UPDATE,"METHOD_INVOCATION: show(UtilsBridge.getString(resId), Toast.LENGTH_LONG, DEFAULT_MAKER);","METHOD: com.blankj.utilcode.util.ToastUtils.showLong(int,Object...)","com.blankj.utilcode.util.ToastUtils.showLong(int,Object...)",LOW,,
10,a509f949f908c789eee2ce02cd098380881877fd,STATEMENT_UPDATE,"METHOD_INVOCATION: show(text, Toast.LENGTH_LONG, DEFAULT_MAKER);",METHOD: com.blankj.utilcode.util.ToastUtils.showLong(CharSequence),com.blankj.utilcode.util.ToastUtils.showLong(CharSequence),LOW,,
10,a509f949f908c789eee2ce02cd098380881877fd,STATEMENT_UPDATE,"METHOD_INVOCATION: show(UtilsBridge.getString(resId, args), Toast.LENGTH_SHORT, DEFAULT_MAKER);","METHOD: com.blankj.utilcode.util.ToastUtils.showShort(int,Object...)","com.blankj.utilcode.util.ToastUtils.showShort(int,Object...)",LOW,,
10,a509f949f908c789eee2ce02cd098380881877fd,STATEMENT_UPDATE,"METHOD_INVOCATION: show(UtilsBridge.format(format, args), Toast.LENGTH_LONG, DEFAULT_MAKER);","METHOD: com.blankj.utilcode.util.ToastUtils.showLong(String,Object...)","com.blankj.utilcode.util.ToastUtils.showLong(String,Object...)",LOW,,
10,a509f949f908c789eee2ce02cd098380881877fd,STATEMENT_UPDATE,"METHOD_INVOCATION: show(UtilsBridge.getString(resId), Toast.LENGTH_SHORT, DEFAULT_MAKER);",METHOD: com.blankj.utilcode.util.ToastUtils.showShort(int),com.blankj.utilcode.util.ToastUtils.showShort(int),LOW,,
10,a509f949f908c789eee2ce02cd098380881877fd,STATEMENT_UPDATE,"METHOD_INVOCATION: show(UtilsBridge.format(format, args), Toast.LENGTH_SHORT, DEFAULT_MAKER);","METHOD: com.blankj.utilcode.util.ToastUtils.showShort(String,Object...)","com.blankj.utilcode.util.ToastUtils.showShort(String,Object...)",LOW,,
10,a509f949f908c789eee2ce02cd098380881877fd,STATEMENT_UPDATE,"METHOD_INVOCATION: show(UtilsBridge.getString(resId), Toast.LENGTH_LONG, DEFAULT_MAKER);",METHOD: com.blankj.utilcode.util.ToastUtils.showLong(int),com.blankj.utilcode.util.ToastUtils.showLong(int),LOW,,
10,a509f949f908c789eee2ce02cd098380881877fd,REMOVED_FUNCTIONALITY,METHOD: com.blankj.utilcode.util.ToastUtils.getDefaultMaker(),CLASS: com.blankj.utilcode.util.ToastUtils,com.blankj.utilcode.util.ToastUtils,CRUCIAL,,
10,a509f949f908c789eee2ce02cd098380881877fd,ATTRIBUTE_RENAMING,FIELD: com.blankj.utilcode.util.ToastUtils.DEFAULT_MAKER : ToastUtils,FIELD: com.blankj.utilcode.util.ToastUtils.DEFAULT_MAKER : ToastUtils,com.blankj.utilcode.util.ToastUtils.DEFAULT_TOAST_UTILS : ToastUtils,MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,CATCH_CLAUSE: Exception,CATCH_CLAUSES: ,com.blankj.subutil.util.DangerousUtils.setMobileDataEnabled(boolean),LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,"METHOD_INVOCATION: Log.e(NetworkUtils"""," ""setMobileDataEnabled: """," e);""",CATCH_CLAUSE: Exception,com.blankj.subutil.util.DangerousUtils.setMobileDataEnabled(boolean),LOW
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,METHOD_INVOCATION: e.printStackTrace();,CATCH_CLAUSE: Exception,com.blankj.subutil.util.DangerousUtils.setMobileDataEnabled(boolean),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,CATCH_CLAUSE: Exception,CATCH_CLAUSES: ,com.blankj.subutil.util.DangerousUtils.setMobileDataEnabled(boolean),MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,CONDITION_EXPRESSION_CHANGE,IF_STATEMENT: AppUtils.isAppSystem(pkgName),THEN_STATEMENT: (! GOOGLE_PLAY_APP_STORE_PACKAGE_NAME.equals(pkgName)),"com.blankj.subutil.util.AppStoreUtils.getAppStoreIntent(String,boolean)",MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,ADDITIONAL_FUNCTIONALITY,METHOD: com.blankj.subutil.util.AppStoreUtils.getNormalAppStoreIntent(),CLASS: com.blankj.subutil.util.AppStoreUtils,com.blankj.subutil.util.AppStoreUtils,LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,ADDITIONAL_FUNCTIONALITY,METHOD: com.blankj.subutil.util.AppStoreUtils.go2NormalAppStore(String),CLASS: com.blankj.subutil.util.AppStoreUtils,com.blankj.subutil.util.AppStoreUtils,LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,ADDITIONAL_FUNCTIONALITY,METHOD: com.blankj.subutil.util.AppStoreUtils.isAppSystem(String),CLASS: com.blankj.subutil.util.AppStoreUtils,com.blankj.subutil.util.AppStoreUtils,LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,"METHOD_INVOCATION: seekBar.setOnSeekBarChangeListener(new SeekBar.OnSeekBarChangeListener() {
  public @Override void onProgressChanged(SeekBar seekBar, int progress, boolean fromUser) {
    mProgressListener.onProgressChanged(seekBar, progress, fromUser);
    int curValue = mProgressListener.getCurValue();
    mCurProgress = curValue;
    contentTv.setText(String.valueOf(curValue));
    seekBar.setProgress(curValue);
  }
  public @Override void onStartTrackingTouch(SeekBar seekBar) {
    mProgressListener.onStartTrackingTouch(seekBar);
  }
  public @Override void onStopTrackingTouch(SeekBar seekBar) {
    mProgressListener.onStopTrackingTouch(seekBar);
  }
});","METHOD: com.blankj.common.item.CommonItemSeekBar.bind(ItemViewHolder,int)","com.blankj.common.item.CommonItemSeekBar.bind(ItemViewHolder,int)",LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,PARAMETER_INSERT,PARAMETER: curProgress,PARAMETERS: ,"com.blankj.common.item.CommonItemSeekBar.CommonItemSeekBar(CharSequence,int,int,SeekBar.OnSeekBarChangeListener)",CRUCIAL,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,PARAMETER_INSERT,PARAMETER: itemClickListener,PARAMETERS: ,"com.blankj.common.item.CommonItemSeekBar.CommonItemSeekBar(CharSequence,int,int,SeekBar.OnSeekBarChangeListener)",CRUCIAL,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,PARAMETER_DELETE,PARAMETER: listener,PARAMETERS: ,"com.blankj.common.item.CommonItemSeekBar.CommonItemSeekBar(CharSequence,int,int,SeekBar.OnSeekBarChangeListener)",CRUCIAL,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,ASSIGNMENT: mCurProgress = curProgress;,"METHOD: com.blankj.common.item.CommonItemSeekBar.CommonItemSeekBar(CharSequence,int,ProgressListener)","com.blankj.common.item.CommonItemSeekBar.CommonItemSeekBar(CharSequence,int,int,SeekBar.OnSeekBarChangeListener)",LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,ASSIGNMENT: mOnSeekBarChangeListener = itemClickListener;,"METHOD: com.blankj.common.item.CommonItemSeekBar.CommonItemSeekBar(CharSequence,int,ProgressListener)","com.blankj.common.item.CommonItemSeekBar.CommonItemSeekBar(CharSequence,int,int,SeekBar.OnSeekBarChangeListener)",LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,ASSIGNMENT: mCurProgress = listener.getCurValue();,"METHOD: com.blankj.common.item.CommonItemSeekBar.CommonItemSeekBar(CharSequence,int,ProgressListener)","com.blankj.common.item.CommonItemSeekBar.CommonItemSeekBar(CharSequence,int,int,SeekBar.OnSeekBarChangeListener)",MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,ASSIGNMENT: mProgressListener = listener;,"METHOD: com.blankj.common.item.CommonItemSeekBar.CommonItemSeekBar(CharSequence,int,ProgressListener)","com.blankj.common.item.CommonItemSeekBar.CommonItemSeekBar(CharSequence,int,int,SeekBar.OnSeekBarChangeListener)",MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,PARAMETER_INSERT,PARAMETER: curProgress,PARAMETERS: ,"com.blankj.common.item.CommonItemSeekBar.CommonItemSeekBar(int,int,int,SeekBar.OnSeekBarChangeListener)",CRUCIAL,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,PARAMETER_INSERT,PARAMETER: itemClickListener,PARAMETERS: ,"com.blankj.common.item.CommonItemSeekBar.CommonItemSeekBar(int,int,int,SeekBar.OnSeekBarChangeListener)",CRUCIAL,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,PARAMETER_DELETE,PARAMETER: listener,PARAMETERS: ,"com.blankj.common.item.CommonItemSeekBar.CommonItemSeekBar(int,int,int,SeekBar.OnSeekBarChangeListener)",CRUCIAL,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_UPDATE,"CONSTRUCTOR_INVOCATION: this(StringUtils.getString(title), maxProgress, listener);","METHOD: com.blankj.common.item.CommonItemSeekBar.CommonItemSeekBar(int,int,ProgressListener)","com.blankj.common.item.CommonItemSeekBar.CommonItemSeekBar(int,int,int,SeekBar.OnSeekBarChangeListener)",LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,ADDITIONAL_OBJECT_STATE,FIELD: com.blankj.common.item.CommonItemSeekBar.mOnSeekBarChangeListener : SeekBar.OnSeekBarChangeListener,CLASS: com.blankj.common.item.CommonItemSeekBar,com.blankj.common.item.CommonItemSeekBar,LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,REMOVED_OBJECT_STATE,FIELD: com.blankj.common.item.CommonItemSeekBar.mProgressListener : ProgressListener,CLASS: com.blankj.common.item.CommonItemSeekBar,com.blankj.common.item.CommonItemSeekBar,HIGH,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,REMOVED_CLASS,CLASS: com.blankj.common.item.CommonItemSeekBar.ProgressListener,CLASS: com.blankj.common.item.CommonItemSeekBar,com.blankj.common.item.CommonItemSeekBar,CRUCIAL,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,TRY_STATEMENT: ,"METHOD: com.blankj.utilcode.util.StringUtils.getString(int,Object...)","com.blankj.utilcode.util.StringUtils.getString(int,Object...)",LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,CATCH_CLAUSE: Resources.NotFoundException,CATCH_CLAUSES: ,"com.blankj.utilcode.util.StringUtils.getString(int,Object...)",LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_INSERT,"RETURN_STATEMENT: "";",CATCH_CLAUSE: Resources.NotFoundException,"com.blankj.utilcode.util.StringUtils.getString(int,Object...)",LOW,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,METHOD_INVOCATION: e.printStackTrace();,CATCH_CLAUSE: Resources.NotFoundException,"com.blankj.utilcode.util.StringUtils.getString(int,Object...)",MEDIUM,,
12,d1ff4e3cd680473dc63b491a9795bd790a464949,STATEMENT_DELETE,RETURN_STATEMENT: String.valueOf(id);,CATCH_CLAUSE: Resources.NotFoundException,"com.blankj.utilcode.util.StringUtils.getString(int,Object...)",MEDIUM,,
