NO.,HEAD,CHANGE TYPE,CHANGED STATEMENT,PARENT ENTITY,ROOT ENTITY,SIGNIFICANCE LEVEL,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.failsIfStatic(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.duplicateBindingFails(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.failsIfInPrivateClass(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.nullable(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.bindingViewFinalClassWithBaseClass(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.failsOptionalRootViewBinding(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.bindingGeneratedView(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.bindingViewFinalClass(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.failsIfPrivate(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.failsInAndroidPackage(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.bindingViewInnerClass(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.fieldVisibility(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.superclass(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.failsIfNotView(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.bindingInterface(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.failsIfInInterface(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.bindingViewSubclassNonDebuggable(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.bindingView(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.genericSuperclass(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.bindingViewUppercasePackageName(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.failsInJavaPackage(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.oneFindPerId(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.BindViewTest.view(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,CRUCIAL,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,REMOVED_CLASS,CLASS: com.example.butterknife.functional.BindViewTest.TargetView,CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,HIGH,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDING_CLASS_DERIVABILITY,MODIFIER: final,MODIFIERS: ,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.bindingArrayNonDebuggable(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.failsIfNoGenericType(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.fieldVisibility(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.failsIfNoIds(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.failsIfGenericNotView(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.bindingArray(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.bindingListOfInterface(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.failsIfArrayNotView(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.bindingArrayWithCastNonDebuggable(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.bindingArrayWithCast(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.failsIfContainsDuplicateIds(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.bindingListWithGenerics(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.bindingArrayWithMixedRAndLiteral(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.bindingArrayWithGenerics(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.bindingGeneratedView(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.bindingArrayWithRScanner(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.bindingList(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.failsIfUnsupportedCollection(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewsTest.nullableList(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.BindViewsTest.array(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,CRUCIAL,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.BindViewsTest.list(),CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,CRUCIAL,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,REMOVED_CLASS,CLASS: com.example.butterknife.functional.BindViewsTest.TargetViewArray,CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,HIGH,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,REMOVED_CLASS,CLASS: com.example.butterknife.functional.BindViewsTest.TargetViewList,CLASS: com.example.butterknife.functional.BindViewsTest,com.example.butterknife.functional.BindViewsTest,HIGH,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDING_CLASS_DERIVABILITY,MODIFIER: final,MODIFIERS: ,com.example.butterknife.functional.BindAnimTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindAnimTest.simple(),CLASS: com.example.butterknife.functional.BindAnimTest,com.example.butterknife.functional.BindAnimTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindAnimTest.typeMustBeAnimation(),CLASS: com.example.butterknife.functional.BindAnimTest,com.example.butterknife.functional.BindAnimTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,REMOVED_FUNCTIONALITY,METHOD: com.example.butterknife.functional.BindAnimTest.anim(),CLASS: com.example.butterknife.functional.BindAnimTest,com.example.butterknife.functional.BindAnimTest,CRUCIAL,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,REMOVED_OBJECT_STATE,FIELD: com.example.butterknife.functional.BindAnimTest.tree : View,CLASS: com.example.butterknife.functional.BindAnimTest,com.example.butterknife.functional.BindAnimTest,HIGH,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,REMOVED_CLASS,CLASS: com.example.butterknife.functional.BindAnimTest.Target,CLASS: com.example.butterknife.functional.BindAnimTest,com.example.butterknife.functional.BindAnimTest,HIGH,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDING_CLASS_DERIVABILITY,MODIFIER: final,MODIFIERS: ,com.example.butterknife.functional.BindFontTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_INSERT,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject source = JavaFileObjects.forSourceString(test.Test"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import android.graphics.Typeface;\n+,,,,,,,,,,
import butterknife.BindFont;\n+,,,,,,,,,,
public class Test {\n+,,,,,,,,,,
"  @BindFont(value = 1, style = Typeface.BOLD) Typeface one;\n+",,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: com.example.butterknife.functional.BindFontTest.style(),butterknife.BindFontTest.style(),LOW,,,,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_INSERT,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject bindingSource = JavaFileObjects.forSourceString(test/Test_ViewBinding"""," StringLiteralConcatenation{""""+",,,,,,
// Generated code from Butter Knife. Do not modify!\n+,,,,,,,,,,
package test;\n+,,,,,,,,,,
import android.content.Context;\n+,,,,,,,,,,
import android.graphics.Typeface;\n+,,,,,,,,,,
import android.view.View;\n+,,,,,,,,,,
import androidx.annotation.CallSuper;\n+,,,,,,,,,,
import androidx.annotation.UiThread;\n+,,,,,,,,,,
import androidx.core.content.res.ResourcesCompat;\n+,,,,,,,,,,
import butterknife.Unbinder;\n+,,,,,,,,,,
import java.lang.Deprecated;\n+,,,,,,,,,,
import java.lang.Override;\n+,,,,,,,,,,
import java.lang.SuppressWarnings;\n+,,,,,,,,,,
public class Test_ViewBinding implements Unbinder {\n+,,,,,,,,,,
  /**\n+,,,,,,,,,,
"   * @deprecated Use {@link #Test_ViewBinding(Test, Context)} for direct creation.\n+",,,,,,,,,,
   *     Only present for runtime invocation through {@code ButterKnife.bind()}.\n+,,,,,,,,,,
   */\n+,,,,,,,,,,
  @Deprecated\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  public Test_ViewBinding(Test target, View source) {\n+",,,,,,,,,,
"    this(target, source.getContext());\n+",,,,,,,,,,
  }\n+,,,,,,,,,,
  @UiThread\n+,,,,,,,,,,
"  @SuppressWarnings(\ResourceType\"")\n""+",,,,,,,,,,
"  public Test_ViewBinding(Test target, Context context) {\n+",,,,,,,,,,
"    target.one = Typeface.create(ResourcesCompat.getFont(context, 1), Typeface.BOLD);\n+",,,,,,,,,,
  }\n+,,,,,,,,,,
  @Override\n+,,,,,,,,,,
  @CallSuper\n+,,,,,,,,,,
  public void unbind() {\n+,,,,,,,,,,
  }\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: com.example.butterknife.functional.BindFontTest.style(),butterknife.BindFontTest.style(),LOW,,,,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_INSERT,"METHOD_INVOCATION: assertAbout(javaSource()).that(source).withCompilerOptions(-Xlint:-processing"").processedWith(new ButterKnifeProcessor()).compilesWithoutWarnings().and().generatesSources(bindingSource);""",METHOD: com.example.butterknife.functional.BindFontTest.style(),butterknife.BindFontTest.style(),LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_DELETE,VARIABLE_DECLARATION_STATEMENT: TargetStyle target = new TargetStyle();,METHOD: com.example.butterknife.functional.BindFontTest.style(),butterknife.BindFontTest.style(),MEDIUM,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_DELETE,"VARIABLE_DECLARATION_STATEMENT: Typeface expected = Typeface.create(ResourcesCompat.getFont(context, R.font.inconsolata_regular), BOLD);",METHOD: com.example.butterknife.functional.BindFontTest.style(),butterknife.BindFontTest.style(),MEDIUM,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_DELETE,"VARIABLE_DECLARATION_STATEMENT: Unbinder unbinder = ButterKnife.bind(target, tree);",METHOD: com.example.butterknife.functional.BindFontTest.style(),butterknife.BindFontTest.style(),MEDIUM,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_DELETE,METHOD_INVOCATION: assertThat(target.actual).isSameAs(expected);,METHOD: com.example.butterknife.functional.BindFontTest.style(),butterknife.BindFontTest.style(),MEDIUM,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_DELETE,METHOD_INVOCATION: unbinder.unbind();,METHOD: com.example.butterknife.functional.BindFontTest.style(),butterknife.BindFontTest.style(),MEDIUM,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_DELETE,METHOD_INVOCATION: assertThat(target.actual).isSameAs(expected);,METHOD: com.example.butterknife.functional.BindFontTest.style(),butterknife.BindFontTest.style(),MEDIUM,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,RETURN_TYPE_DELETE,SINGLE_TYPE: com.example.butterknife.functional.BindFontTest.style(): void,METHOD: com.example.butterknife.functional.BindFontTest.style(),butterknife.BindFontTest.style(),CRUCIAL,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,METHOD_RENAMING,METHOD: com.example.butterknife.functional.BindFontTest.typeface(),METHOD: com.example.butterknife.functional.BindFontTest.typeface(),butterknife.BindFontTest.typeMustBeTypeface(),HIGH,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_INSERT,"VARIABLE_DECLARATION_STATEMENT: JavaFileObject source = JavaFileObjects.forSourceString(test.Test"""," StringLiteralConcatenation{""""+",,,,,,
package test;\n+,,,,,,,,,,
import butterknife.BindFont;\n+,,,,,,,,,,
public class Test {\n+,,,,,,,,,,
  @BindFont(1) String one;\n+,,,,,,,,,,
}+,,,,,,,,,,
"});""",METHOD: com.example.butterknife.functional.BindFontTest.typeface(),butterknife.BindFontTest.typeMustBeTypeface(),LOW,,,,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_INSERT,"METHOD_INVOCATION: assertAbout(javaSource()).that(source).processedWith(new ButterKnifeProcessor()).failsToCompile().withErrorContaining(@BindFont field type must be \'Typeface\'. (test.Test.one)"").in(source).onLine(4);""",METHOD: com.example.butterknife.functional.BindFontTest.typeface(),butterknife.BindFontTest.typeMustBeTypeface(),LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_DELETE,VARIABLE_DECLARATION_STATEMENT: TargetTypeface target = new TargetTypeface();,METHOD: com.example.butterknife.functional.BindFontTest.typeface(),butterknife.BindFontTest.typeMustBeTypeface(),MEDIUM,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_DELETE,"VARIABLE_DECLARATION_STATEMENT: Typeface expected = ResourcesCompat.getFont(context, R.font.inconsolata_regular);",METHOD: com.example.butterknife.functional.BindFontTest.typeface(),butterknife.BindFontTest.typeMustBeTypeface(),MEDIUM,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_DELETE,"VARIABLE_DECLARATION_STATEMENT: Unbinder unbinder = ButterKnife.bind(target, tree);",METHOD: com.example.butterknife.functional.BindFontTest.typeface(),butterknife.BindFontTest.typeMustBeTypeface(),MEDIUM,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_DELETE,METHOD_INVOCATION: assertThat(target.actual).isSameAs(expected);,METHOD: com.example.butterknife.functional.BindFontTest.typeface(),butterknife.BindFontTest.typeMustBeTypeface(),MEDIUM,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_DELETE,METHOD_INVOCATION: unbinder.unbind();,METHOD: com.example.butterknife.functional.BindFontTest.typeface(),butterknife.BindFontTest.typeMustBeTypeface(),MEDIUM,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,STATEMENT_DELETE,METHOD_INVOCATION: assertThat(target.actual).isSameAs(expected);,METHOD: com.example.butterknife.functional.BindFontTest.typeface(),butterknife.BindFontTest.typeMustBeTypeface(),MEDIUM,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindFontTest.styleMustBeValid(),CLASS: com.example.butterknife.functional.BindFontTest,com.example.butterknife.functional.BindFontTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindFontTest.simpleTypeface(),CLASS: com.example.butterknife.functional.BindFontTest,com.example.butterknife.functional.BindFontTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindFontTest.simpleIntSdk26(),CLASS: com.example.butterknife.functional.BindFontTest,com.example.butterknife.functional.BindFontTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindFontTest.styleSdk26(),CLASS: com.example.butterknife.functional.BindFontTest,com.example.butterknife.functional.BindFontTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,REMOVED_OBJECT_STATE,FIELD: com.example.butterknife.functional.BindFontTest.tree : View,CLASS: com.example.butterknife.functional.BindFontTest,com.example.butterknife.functional.BindFontTest,HIGH,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,REMOVED_OBJECT_STATE,FIELD: com.example.butterknife.functional.BindFontTest.context : Context,CLASS: com.example.butterknife.functional.BindFontTest,com.example.butterknife.functional.BindFontTest,HIGH,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,REMOVED_CLASS,CLASS: com.example.butterknife.functional.BindFontTest.TargetTypeface,CLASS: com.example.butterknife.functional.BindFontTest,com.example.butterknife.functional.BindFontTest,HIGH,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,REMOVED_CLASS,CLASS: com.example.butterknife.functional.BindFontTest.TargetStyle,CLASS: com.example.butterknife.functional.BindFontTest,com.example.butterknife.functional.BindFontTest,HIGH,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDING_CLASS_DERIVABILITY,MODIFIER: final,MODIFIERS: ,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.bindingViewNonDebuggable(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.genericType(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.oneFindPerIdWithCast(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.failsIfStatic(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.duplicateBindingFails(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.failsIfInPrivateClass(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.nullable(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.bindingViewFinalClassWithBaseClass(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.failsOptionalRootViewBinding(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.bindingGeneratedView(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.bindingViewFinalClass(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.failsIfPrivate(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
60,ec955ebb0e849d5cab1137a6ff9e3354363c8061,ADDITIONAL_FUNCTIONALITY,METHOD: butterknife.BindViewTest.failsInAndroidPackage(),CLASS: com.example.butterknife.functional.BindViewTest,com.example.butterknife.functional.BindViewTest,LOW,,,,
